id,Sentence,NER Tag
15518,"['Police', 'say', 'they', 'do', 'not', 'know', 'if', 'the', 'threat', 'is', 'real', ',', 'but', 'they', 'have', 'stepped', 'up', 'security', 'and', 'say', 'they', 'are', 'taking', 'no', 'chances', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15519,"['Officials', 'say', 'Wednesday', ""'s"", 'attack', 'on', 'the', 'science', 'conference', ',', 'in', 'which', 'a', 'gunman', 'sprayed', 'bullets', 'indiscriminately', 'at', 'delegates', 'and', 'killed', 'one', 'professor', ',', 'M.C.']","['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo']"
15520,"['Puri', ',', 'was', 'likely', 'the', 'work', 'of', 'militants', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15521,"['Bolivia', ""'s"", 'President', 'Evo', 'Morales', 'says', 'he', 'wants', 'to', 'raise', 'natural', 'gas', 'prices', 'by', 'nearly', '60', 'percent', 'for', 'exports', 'to', 'Brazil', 'and', 'Argentina', ',', 'which', 'rely', 'heavily', 'on', 'Bolivian', 'gas', '.']","['B-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
15522,"['Mr.', 'Morales', 'says', 'the', 'price', 'increase', 'will', 'bring', 'in', 'an', 'extra', '$', '600', 'million', 'to', 'the', 'Bolivian', 'government', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
15523,"['He', 'was', 'a', 'key', 'player', 'in', 'the', 'deal', 'that', 'ended', '21', 'years', 'of', 'civil', 'war', 'between', 'rebels', 'in', 'southern', 'Sudan', 'and', 'the', 'Khartoum', 'government', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-org', 'O', 'O']"
15524,"['His', 'remarks', 'come', 'one', 'week', 'after', 'he', 'ordered', 'soldiers', 'to', 'production', 'facilities', 'to', 'forcibly', 'nationalize', 'Bolivia', ""'s"", 'energy', 'sector', '.']","['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
15525,"['In', 'Brazil', 'Monday', ',', 'President', 'Luiz', 'Inacio', 'Lula', 'da', 'Silva', 'reassured', 'Brazilians', 'that', 'Bolivia', ""'s"", 'nationalization', 'will', 'not', 'result', 'in', 'gas', 'shortages', 'in', 'his', 'country', '.']","['O', 'B-geo', 'B-tim', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'B-gpe', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15526,"['He', 'also', 'said', 'Brazil', 'will', 'not', 'retaliate', 'against', 'Bolivia', ',', 'but', 'instead', 'will', 'negotiate', 'with', 'its', 'neighbor', 'to', 'reach', 'an', 'agreement', 'on', 'contracts', 'and', 'prices', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15527,"['After', 'a', 'summit', 'last', 'Thursday', ',', 'Mr.', 'Morales', 'and', 'the', 'leaders', 'of', 'Argentina', ',', 'Brazil', 'and', 'Venezuela', 'issued', 'a', 'statement', 'affirming', 'Bolivia', ""'s"", '""', 'sovereign', 'right', '""', 'to', 'control', 'its', 'natural', 'resources', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15528,"['A', 'young', 'Egyptian', 'woman', 'died', 'from', 'bird', 'flu', 'Tuesday', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
15529,"['Egypt', ""'s"", 'MENA', 'news', 'agency', 'quotes', 'the', 'health', 'ministry', 'as', 'saying', 'the', '25-year-old', 'woman', 'from', 'Fayyum', 'died', 'in', 'a', 'Giza', 'hospital', 'south', 'of', 'the', 'capital', ',', 'Cairo', '.']","['B-org', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15530,"['Of', 'the', '44', 'bird', 'flu', 'cases', 'confirmed', 'in', 'Egypt', ',', '20', 'have', 'been', 'fatal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O']"
15531,"['Most', 'of', 'the', 'fatalities', 'have', 'been', 'women', 'or', 'girls', 'whose', 'families', 'raise', 'poultry', ',', 'which', 'brings', 'them', 'into', 'daily', 'contact', 'with', 'chickens', 'or', 'turkeys', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15532,"['Close', 'to', 'five', 'million', 'Egyptian', 'households', 'depend', 'on', 'poultry', 'for', 'food', 'or', 'income', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15533,"['The', 'government', 'says', 'this', 'makes', 'it', 'unlikely', 'the', 'disease', 'can', 'be', 'eradicated', ',', 'despite', 'a', 'large-scale', 'poultry', 'vaccination', 'program', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15534,"['The', 'U.S.', 'diplomats', 'plan', 'to', 'hold', 'talks', 'with', 'government', 'officials', 'in', 'Khartoum', 'after', 'their', 'meetings', 'in', 'the', 'south', 'of', 'the', 'country', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15535,"['Representatives', 'from', 'Iraq', ""'s"", 'main', ""Shi'ite"", 'and', 'Kurdish', 'political', 'factions', 'are', 'meeting', 'to', 'negotiate', 'a', 'final', 'agreement', 'on', 'a', 'new', 'governing', 'coalition', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15536,"['News', 'reports', 'say', ""Shi'ites"", 'are', 'seeking', 'Kurdish', 'support', 'for', 'a', 'power-sharing', 'deal', 'that', 'also', 'addresses', 'Kurdish', 'claims', 'to', 'oil-rich', 'northern', 'areas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15537,"['Details', 'could', 'not', 'be', 'confirmed', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
15538,"['The', 'majority', ""Shi'ite"", 'Muslim', 'alliance', 'wants', 'Ibrahim', 'al-Jaafari', 'as', 'prime', 'minister', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O']"
15539,"['Kurdish', 'officials', 'have', 'lobbied', 'for', 'a', 'top', 'role', 'for', 'their', 'leader', ',', 'Jalal', 'Talabani', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
15540,"['Because', 'no', 'party', 'holds', 'a', 'two-thirds', 'majority', 'in', 'parliament', ',', 'lawmakers', 'must', 'form', 'a', 'coalition', 'to', 'approve', 'a', 'new', 'government', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15541,"['Officials', 'say', 'even', 'if', 'they', 'do', 'not', 'agree', ',', 'parliament', 'will', 'convene', 'March', '16th', '-', 'the', '17th', 'anniversary', 'of', 'Saddam', 'Hussein', ""'s"", 'notorious', 'chemical', 'weapons', 'attack', 'on', 'the', 'Kurdish', 'town', 'of', 'Halabja', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'B-tim', 'I-tim', 'I-tim', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15542,"['Unidentified', 'gunmen', 'have', 'fired', 'on', 'a', 'car', 'carrying', 'a', 'Czech', 'diplomat', 'in', 'Afghanistan', ',', 'injuring', 'his', 'two', 'bodyguards', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
15543,"['Filip', 'Velach', ',', 'the', 'Czech', 'charge', ""d'affaires"", ',', 'was', 'not', 'hurt', 'in', 'the', 'attack', 'which', 'took', 'place', 'about', '100', 'kilometers', 'outside', 'the', 'capital', ',', 'Kabul', '.']","['B-per', 'I-per', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
15544,"['The', 'three', 'sought', 'safety', 'in', 'a', 'house', 'and', 'were', 'later', 'rescued', 'by', 'NATO', ""'s"", 'International', 'Security', 'Assistance', 'Force', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O']"
15545,"['A', 'lawyers', 'for', 'two', 'British', 'journalists', 'being', 'held', 'in', 'Zimbabwe', 'has', 'accused', 'prosecutors', 'of', 'deliberately', 'delaying', 'the', 'proceedings', 'after', 'state', 'witnesses', 'failed', 'to', 'turn', 'up', 'at', 'court', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15546,"['Last', 'month', ',', 'the', 'Czech', 'Republic', 'opened', 'a', 'diplomatic', 'office', 'in', 'Kabul', ',', 'headed', 'by', 'Velach', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-per', 'O']"
15547,"['More', 'than', '150', 'Czech', 'troops', 'are', 'currently', 'serving', 'in', 'Afghanistan', '.']","['O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15548,"['Russian', 'officials', 'say', 'the', 'deadly', 'H5N1', 'strain', 'of', 'the', 'bird', 'flu', 'virus', 'has', 'killed', 'more', 'than', '1,00,000', 'birds', 'on', 'a', 'poultry', 'farm', 'in', 'southern', 'Russia', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15549,"['The', 'governor', ',', 'Alexander', 'Tkachev', ',', 'of', 'the', 'Krasnodar', 'region', 'said', 'Tuesday', 'that', 'the', 'farm', 'has', 'been', 'quarantined', 'and', 'other', 'measures', 'have', 'been', 'ordered', 'to', 'stop', 'the', 'spread', 'of', 'the', 'virus', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15550,"['In', 'Paris', ',', 'the', 'World', 'Organization', 'for', 'Animal', 'Health', 'warned', 'that', 'the', 'H5N1', 'virus', 'would', 'likely', 'spread', 'across', 'Europe', 'after', 'being', 'found', 'at', 'a', 'French', 'poultry', 'farm', '.']","['O', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
15551,"['Officials', 'were', 'holding', 'a', 'second', 'day', 'of', 'talks', 'in', 'the', 'French', 'capital', 'to', 'discuss', 'mass', 'vaccinations', 'and', 'other', 'efforts', 'to', 'combat', 'the', 'illness', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15552,"['Meanwhile', ',', 'Swedish', 'authorities', 'say', 'wild', 'ducks', 'in', 'southern', 'Sweden', 'have', 'been', 'found', 'with', 'the', 'H5', 'strain', 'of', 'bird', 'flu', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15553,"['And', 'Pakistani', 'authorities', 'today', 'culled', 'at', 'least', '15,000', 'chickens', 'infected', 'with', 'the', 'H5', 'strain', 'in', 'North', 'West', 'Frontier', 'province', '.']","['O', 'B-gpe', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O']"
15554,"['Palestinian', 'witnesses', 'say', 'Israeli', 'forces', 'have', 'killed', 'at', 'least', 'four', 'militants', 'during', 'a', 'raid', 'in', 'the', 'southern', 'Gaza', 'Strip', '.']","['B-gpe', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
15555,"['Israeli', 'troops', 'and', 'tanks', 'entered', 'the', 'Khan', 'Younis', 'refugee', 'camp', 'early', 'Thursday', ',', 'in', 'an', 'operation', 'the', 'army', 'says', 'is', 'aimed', 'at', 'stopping', 'Palestinian', 'militants', ""'"", 'mortar', 'and', 'rocket', 'attacks', 'on', 'nearby', 'Jewish', 'settlements', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15556,"['Officials', 'will', 'not', 'say', 'how', 'many', 'troops', 'have', 'arrived', 'in', 'the', 'Sunni', 'Arab', 'and', 'Kurdish', 'city', ',', 'where', 'bombings', 'last', 'week', 'killed', 'at', 'least', '34', 'people', 'and', 'wounded', 'more', 'than', '200', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15557,"['Japan', 'and', 'North', 'Korea', 'say', 'they', 'are', 'considering', 'a', 'resumption', 'of', 'bilateral', 'talks', 'as', 'part', 'of', 'efforts', 'to', 'normalize', 'relations', '.']","['B-gpe', 'O', 'B-gpe', 'I-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15558,"['Beatrice', 'Mtetwa', 'told', 'the', 'court', 'in', 'the', 'northern', 'town', 'of', 'Norton', 'Friday', 'that', 'prosecutors', 'are', 'seeking', '""', 'to', 'prolong', 'the', 'accused', ""'s"", 'agony', '.', '""']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15559,"['Meanwhile', ',', 'Israel', ""'s"", 'Deputy', 'Prime', 'Minister', 'Ehud', 'Olmert', 'told', 'the', 'Jerusalem', 'Post', 'that', 'Israel', 'should', 'follow', 'up', 'next', 'year', ""'s"", 'planned', 'pullout', 'from', 'the', 'Gaza', 'Strip', 'with', 'a', 'much', 'larger', 'withdrawal', 'from', 'the', 'West', 'Bank', '.']","['O', 'O', 'B-geo', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
15560,"['Mr.', 'Olmert', 'said', 'he', 'believes', 'such', 'a', 'move', 'would', 'be', 'in', 'Israel', ""'s"", 'interest', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
15561,"['On', 'Wednesday', ',', 'interim', 'Palestinian', 'leader', 'Mahmoud', 'Abbas', 'called', 'on', 'Israel', 'to', 'dismantle', 'its', 'separation', 'barrier', 'along', 'the', 'West', 'Bank', '.']","['O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'B-per', 'I-per', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
15562,"['Mr.', 'Abbas', 'is', 'running', 'in', 'the', 'January', '9', 'presidential', 'election', 'to', 'succeed', 'the', 'late', 'Yasser', 'Arafat', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
15563,"['Uganda', ""'s"", 'President', 'Yoweri', 'Museveni', 'says', 'he', 'is', 'open', 'to', 'new', 'peace', 'talks', 'with', 'northern', 'rebels', ',', 'but', 'only', 'if', 'the', 'meetings', 'take', 'place', 'outside', 'the', 'country', '.']","['B-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15564,"['Speaking', 'in', 'Gulu', 'district', 'on', 'Sunday', ',', 'Mr.', 'Museveni', 'said', 'government', 'troops', 'in', 'the', 'meantime', 'will', 'press', 'ahead', 'with', 'attacks', 'on', 'rebels', 'in', 'northern', 'Uganda', 'and', 'parts', 'of', 'Sudan', '.']","['O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O']"
15565,"['Uganda', ""'s"", 'government', 'has', 'called', 'on', 'rebels', 'of', 'the', 'Lord', ""'s"", 'Resistance', 'Army', 'to', 'surrender', ',', 'saying', 'they', 'will', 'be', 'forgiven', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15566,"['A', 'cease-fire', 'between', 'the', 'government', 'and', 'rebels', 'expired', 'Friday', ',', 'after', 'the', 'two', 'sides', 'failed', 'to', 'advance', 'a', 'peace', 'process', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15567,"['Officials', 'criticized', 'rebel', 'leaders', ',', 'who', 'said', 'they', 'needed', 'more', 'time', 'for', 'internal', 'discussions', 'on', 'ending', 'the', 'conflict', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15568,"['The', 'rebels', 'have', 'been', 'fighting', 'to', 'overthrow', 'the', 'Ugandan', 'government', 'since', '1987', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-tim', 'I-tim', 'O']"
15569,"['The', 'Sunday', 'Telegraph', ""'s"", 'chief', 'foreign', 'correspondent', 'Toby', 'Harnden', 'and', 'photographer', 'Julian', 'Simmonds', 'have', 'been', 'in', 'custody', 'for', 'more', 'than', 'a', 'week', 'on', 'charges', 'of', 'reporting', 'on', 'last', 'week', ""'s"", 'parliamentary', 'elections', 'without', 'accreditation', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15570,"['Hungary', 'has', 'become', 'the', 'second', 'country', 'to', 'ratify', 'the', 'European', 'Union', ""'s"", 'constitution', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O']"
15571,"['In', 'Budapest', 'Monday', ',', 'the', 'Hungarian', 'parliament', 'voted', 'overwhelmingly', 'to', 'approve', 'the', 'pact', ',', 'which', 'aims', 'to', 'streamline', 'the', 'workings', 'of', 'the', '25-member', 'bloc', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15572,"['Hungary', ',', 'which', 'entered', 'the', 'European', 'Union', 'on', 'May', '1', ',', 'joins', 'Lithuania', 'as', 'the', 'only', 'countries', 'that', 'have', 'ratified', 'the', 'EU', 'constitution', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
15573,"['The', 'text', 'has', 'been', 'accepted', 'by', 'leaders', 'of', 'all', 'member', 'states', ',', 'but', 'must', 'still', 'be', 'ratified', 'by', 'each', 'country', 'before', 'it', 'comes', 'into', 'force', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15574,"['The', 'constitution', 'will', 'create', 'an', 'EU', 'president', 'and', 'foreign', 'minister', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O']"
15575,"['It', 'is', 'aimed', 'at', 'speeding', 'up', 'decision-making', 'by', 'ending', 'national', 'vetoes', 'in', 'certain', 'policy', 'areas', ',', 'including', 'the', 'economy', ',', 'the', 'judiciary', 'and', 'education', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15576,"['North', 'Korea', 'is', 'denying', 'suggestions', 'it', 'may', 'be', 'helping', 'Syria', 'develop', 'a', 'nuclear', 'weapons', 'facility', '.']","['B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
15577,"['The', 'North', 'Korean', 'Foreign', 'Ministry', 'Tuesday', 'dismissed', 'U.S.', 'media', 'reports', 'that', 'Pyongyang', 'has', 'secretly', 'offered', 'nuclear', 'cooperation', 'to', 'Syria', '.']","['O', 'B-org', 'B-gpe', 'B-org', 'I-org', 'B-tim', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15578,"['The', 'Washington', 'Post', 'newspaper', 'reported', 'last', 'week', 'that', 'U.S.', 'intelligence', 'has', 'acquired', 'information', ',', 'including', 'satellite', 'photos', ',', 'indicating', 'North', 'Korea', 'may', 'be', 'cooperating', 'with', 'Syria', 'on', 'some', 'sort', 'of', 'nuclear', 'facility', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15579,"['The', 'information', 'is', 'said', 'to', 'have', 'been', 'provided', 'mostly', 'by', 'Israel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
15580,"['The', 'journalists', 'were', 'granted', 'bail', 'last', 'week', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15581,"['North', 'Korea', 'tested', 'a', 'nuclear', 'weapon', 'last', 'year', ',', 'but', 'has', 'since', 'cooperated', 'in', 'six-nation', 'talks', 'aimed', 'at', 'ending', 'its', 'nuclear', 'weapons', 'program', '.']","['B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15582,"['China', 'announced', 'this', 'week', 'that', 'six-party', 'talks', 'scheduled', 'for', 'Wednesday', 'have', 'been', 'postponed', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O']"
15583,"['It', 'did', 'not', 'give', 'a', 'reason', 'for', 'the', 'change', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15584,"['A', 'North', 'Korean', 'Foreign', 'Ministry', 'delegation', 'arrived', 'in', 'Beijing', 'Tuesday', 'for', 'talks', 'with', 'government', 'officials', '.']","['O', 'B-geo', 'B-gpe', 'B-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
15585,"['It', 'is', 'unclear', 'whether', 'the', 'visit', 'is', 'aimed', 'at', 'sorting', 'out', 'a', 'date', 'for', 'the', 'nuclear', 'negotiations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
